code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,target,total_clicks
CCC,2014B,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,-29.0,0,1890.0
CCC,2014B,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,-29.0,1,1256.0
CCC,2014B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,-29.0,1,875.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,-15.0,1,115.0
CCC,2014B,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,-29.0,1,538.0
CCC,2014B,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,-23.0,1,649.0
CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,-17.0,1,174.0
CCC,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,0,150,N,-29.0,1,151.0
CCC,2014B,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,-27.0,0,682.0
CCC,2014B,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,-23.0,0,611.0
CCC,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,-22.0,1,0.0
CCC,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,-28.0,0,3055.0
CCC,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,-27.0,1,513.0
CCC,2014B,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,-29.0,1,7.0
CCC,2014B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,-17.0,0,8163.0
CCC,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,-22.0,0,524.0
CCC,2014B,M,East Anglian Region,HE Qualification,90-100%,0-35,0,90,Y,-29.0,0,3421.0
CCC,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,Y,-22.0,0,399.0
CCC,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,-24.0,0,1343.0
CCC,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,-15.0,1,1085.0
CCC,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,-24.0,1,1202.0
CCC,2014B,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,-27.0,1,2784.0
CCC,2014B,M,London Region,HE Qualification,20-30%,0-35,0,60,N,-22.0,1,91.0
CCC,2014B,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,-27.0,0,5444.0
CCC,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,-27.0,1,830.0
CCC,2014B,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,-15.0,1,11.0
CCC,2014B,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,-25.0,0,762.0
CCC,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,30,N,-28.0,1,0.0
CCC,2014B,M,South Region,Lower Than A Level,90-100%,0-35,0,30,Y,-23.0,1,651.0
CCC,2014B,F,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,-25.0,0,3652.0
CCC,2014B,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,-24.0,0,847.0
CCC,2014B,M,London Region,Post Graduate Qualification,20-30%,35-55,0,30,N,-22.0,1,13.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,-24.0,1,494.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,-25.0,0,4896.0
CCC,2014B,M,North Region,Post Graduate Qualification,Unknown,0-35,0,60,N,-17.0,1,603.0
CCC,2014B,M,South West Region,No Formal quals,20-30%,0-35,0,60,N,-24.0,0,2882.0
CCC,2014B,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,-24.0,0,703.0
CCC,2014B,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,-23.0,0,2644.0
CCC,2014B,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,-25.0,0,75.0
CCC,2014B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,-25.0,0,659.0
CCC,2014B,M,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,-22.0,1,949.0
CCC,2014B,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,-24.0,0,416.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-24.0,1,576.0
CCC,2014B,F,Ireland,HE Qualification,Unknown,0-35,0,30,N,-22.0,0,1081.0
CCC,2014B,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,-23.0,1,2153.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,-23.0,0,193.0
CCC,2014B,M,North Region,A Level or Equivalent,Unknown,0-35,0,30,Y,-15.0,0,971.0
CCC,2014B,M,London Region,HE Qualification,0-10%,0-35,0,30,N,-17.0,1,21.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,-24.0,0,367.0
CCC,2014B,F,London Region,HE Qualification,50-60%,0-35,0,60,N,-17.0,1,946.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,-23.0,0,3631.0
CCC,2014B,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,-24.0,1,1349.0
CCC,2014B,M,Scotland,HE Qualification,90-100%,35-55,0,30,N,-24.0,0,3098.0
CCC,2014B,F,North Region,Lower Than A Level,Unknown,0-35,0,60,N,-24.0,0,3408.0
CCC,2014B,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,-22.0,1,744.0
CCC,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,-17.0,1,249.0
CCC,2014B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,-23.0,0,1955.0
CCC,2014B,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,-24.0,0,2615.0
CCC,2014B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,-23.0,0,1351.0
CCC,2014B,M,South West Region,No Formal quals,30-40%,0-35,0,90,N,-23.0,1,1011.0
CCC,2014B,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,-23.0,1,0.0
CCC,2014B,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Y,-23.0,0,568.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,-23.0,1,4345.0
CCC,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,60,N,-23.0,0,2923.0
CCC,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,-22.0,0,1453.0
CCC,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,-22.0,1,198.0
CCC,2014B,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,-22.0,0,4298.0
CCC,2014B,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,-22.0,0,1648.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,-23.0,0,5850.0
CCC,2014B,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,-20.0,0,448.0
CCC,2014B,M,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,-22.0,0,341.0
CCC,2014B,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,-23.0,0,297.0
CCC,2014B,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,-17.0,0,704.0
CCC,2014B,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,-22.0,0,3039.0
CCC,2014B,M,South Region,HE Qualification,50-60%,0-35,0,60,N,-22.0,0,1317.0
CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,-22.0,0,4193.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,-22.0,1,182.0
CCC,2014B,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,-22.0,0,4065.0
CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,-22.0,1,2926.0
CCC,2014B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,-22.0,0,743.0
CCC,2014B,M,North Region,HE Qualification,Unknown,0-35,0,30,N,-22.0,0,942.0
CCC,2014B,F,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,-17.0,0,304.0
CCC,2014B,M,London Region,HE Qualification,40-50%,35-55,0,60,N,-17.0,1,78.0
CCC,2014B,M,London Region,HE Qualification,60-70%,0-35,0,30,N,-22.0,0,1216.0
CCC,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,-22.0,1,1041.0
CCC,2014B,M,Scotland,HE Qualification,Unknown,0-35,0,60,N,-17.0,0,983.0
CCC,2014B,M,Wales,HE Qualification,0-10%,0-35,0,120,N,5.0,0,1316.0
CCC,2014B,M,Ireland,Post Graduate Qualification,Unknown,0-35,0,60,N,-15.0,1,1789.0
CCC,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,-22.0,0,4218.0
CCC,2014B,F,Wales,HE Qualification,60-70%,35-55,0,30,N,-13.0,0,1015.0
CCC,2014B,M,South Region,HE Qualification,90-100%,0-35,0,90,N,-17.0,1,4060.0
CCC,2014B,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,-21.0,1,2587.0
CCC,2014B,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,-21.0,0,2921.0
CCC,2014B,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,-17.0,0,2674.0
CCC,2014B,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,-17.0,0,14391.0
CCC,2014B,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,-17.0,0,1124.0
CCC,2014B,M,North Western Region,HE Qualification,20-30%,55<=,0,150,N,-193.0,1,0.0
CCC,2014B,M,South East Region,HE Qualification,90-100%,55<=,0,30,N,-51.0,1,1111.0
CCC,2014B,M,South Region,HE Qualification,80-90%,35-55,0,60,N,-29.0,0,1588.0
CCC,2014B,M,London Region,HE Qualification,90-100%,55<=,0,120,N,-232.0,0,1075.0
CCC,2014B,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,-95.0,0,2725.0
CCC,2014B,M,South West Region,HE Qualification,90-100%,35-55,0,30,N,-179.0,0,3168.0
CCC,2014B,M,Scotland,Post Graduate Qualification,80-90%,35-55,0,180,N,-147.0,0,410.0
CCC,2014B,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,-22.0,0,561.0
CCC,2014B,F,South East Region,A Level or Equivalent,20-30%,35-55,0,150,N,-64.0,1,16.0
CCC,2014B,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,-89.0,0,586.0
CCC,2014B,M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,-116.0,0,4542.0
CCC,2014B,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,-302.0,1,774.0
CCC,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,-130.0,0,4487.0
CCC,2014B,F,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,-151.0,1,690.0
CCC,2014B,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,-132.0,1,289.0
CCC,2014B,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,-22.0,0,1445.0
CCC,2014B,M,Scotland,HE Qualification,80-90%,55<=,0,90,N,-184.0,0,2761.0
CCC,2014B,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,-22.0,0,2164.0
CCC,2014B,F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,-22.0,0,2190.0
CCC,2014B,F,London Region,HE Qualification,30-40%,35-55,0,60,N,-113.0,1,324.0
CCC,2014B,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,-29.0,0,2822.0
CCC,2014B,M,East Midlands Region,HE Qualification,70-80%,35-55,0,90,N,-263.0,1,0.0
CCC,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,150,N,-282.0,1,8.0
CCC,2014B,F,North Region,HE Qualification,Unknown,35-55,0,30,N,-15.0,0,1440.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,-39.0,0,8836.0
CCC,2014B,M,Scotland,HE Qualification,70-80%,35-55,0,150,N,-25.0,0,1643.0
CCC,2014B,M,West Midlands Region,HE Qualification,70-80%,35-55,0,30,N,-116.0,1,30.0
CCC,2014B,M,East Anglian Region,HE Qualification,50-60%,35-55,0,180,N,-122.0,1,5982.0
CCC,2014B,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,-53.0,1,273.0
CCC,2014B,F,South West Region,HE Qualification,70-80%,35-55,0,90,N,-66.0,0,1327.0
CCC,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,630,Y,-5.0,0,11087.0
CCC,2014B,M,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,-45.0,0,1438.0
CCC,2014B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,90,N,-97.0,1,2308.0
CCC,2014B,M,South Region,Post Graduate Qualification,90-100%,55<=,0,30,N,-29.0,0,4545.0
CCC,2014B,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,-80.0,1,806.0
CCC,2014B,M,North Western Region,HE Qualification,30-40%,35-55,0,120,N,-85.0,1,185.0
CCC,2014B,F,Ireland,A Level or Equivalent,Unknown,35-55,0,90,N,-72.0,1,600.0
CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,-193.0,0,1413.0
CCC,2014B,M,Wales,HE Qualification,80-90%,35-55,0,30,N,-99.0,0,1290.0
CCC,2014B,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,-96.0,1,462.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,90,N,-57.0,1,0.0
CCC,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,90,N,-61.0,1,87.0
CCC,2014B,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,-45.0,0,1821.0
CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,35-55,0,70,N,-140.0,1,2211.0
CCC,2014B,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,-99.0,1,749.0
CCC,2014B,F,North Region,Lower Than A Level,70-80%,35-55,0,60,N,-144.0,1,0.0
CCC,2014B,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,-82.0,1,548.0
CCC,2014B,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,-134.0,1,0.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,-210.0,1,7019.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,-24.0,0,2894.0
CCC,2014B,M,South East Region,HE Qualification,90-100%,35-55,0,30,N,-24.0,0,16.0
CCC,2014B,M,London Region,HE Qualification,70-80%,35-55,0,120,N,-141.0,1,1218.0
CCC,2014B,M,Wales,Lower Than A Level,90-100%,35-55,0,30,N,-136.0,1,183.0
CCC,2014B,M,Scotland,A Level or Equivalent,40-50%,35-55,0,90,N,-220.0,0,2933.0
CCC,2014B,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,-11.0,0,1014.0
CCC,2014B,M,Ireland,A Level or Equivalent,70-80%,35-55,0,30,N,-107.0,0,662.0
CCC,2014B,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,-106.0,0,742.0
CCC,2014B,F,North Region,Lower Than A Level,Unknown,35-55,0,30,N,-68.0,0,1782.0
CCC,2014B,M,East Anglian Region,HE Qualification,50-60%,35-55,0,30,N,-17.0,0,80.0
CCC,2014B,M,North Region,HE Qualification,Unknown,35-55,0,60,N,-106.0,0,4057.0
CCC,2014B,M,Scotland,A Level or Equivalent,0-10%,35-55,0,40,N,-73.0,0,647.0
CCC,2014B,M,South West Region,HE Qualification,70-80%,35-55,0,30,N,-75.0,1,656.0
CCC,2014B,M,South West Region,HE Qualification,70-80%,35-55,0,30,N,-29.0,1,1053.0
CCC,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,Y,-29.0,1,1042.0
CCC,2014B,M,Ireland,HE Qualification,30-40%,35-55,0,75,N,-25.0,0,13940.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,-53.0,1,473.0
CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,-170.0,1,415.0
CCC,2014B,M,North Region,Lower Than A Level,70-80%,35-55,0,90,N,-34.0,1,680.0
CCC,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,-103.0,0,1212.0
CCC,2014B,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,-61.0,0,10023.0
CCC,2014B,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,-240.0,1,785.0
CCC,2014B,M,West Midlands Region,HE Qualification,70-80%,35-55,0,90,N,-225.0,1,47.0
CCC,2014B,M,Ireland,Lower Than A Level,10-20,35-55,0,60,N,-115.0,0,6592.0
CCC,2014B,M,Ireland,A Level or Equivalent,Unknown,35-55,0,60,N,-12.0,0,1021.0
CCC,2014B,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,-29.0,1,1454.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,-115.0,1,2044.0
CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,-297.0,0,7155.0
CCC,2014B,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,-28.0,0,0.0
CCC,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,60,Y,-17.0,0,1686.0
CCC,2014B,M,Ireland,Lower Than A Level,50-60%,35-55,0,30,N,-85.0,0,1202.0
CCC,2014B,M,Scotland,HE Qualification,60-70%,35-55,0,120,N,-133.0,0,2344.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,45,N,-17.0,0,2822.0
CCC,2014B,M,Scotland,Lower Than A Level,50-60%,35-55,0,90,N,-92.0,1,1056.0
CCC,2014B,F,North Region,HE Qualification,Unknown,55<=,0,150,N,-45.0,1,606.0
CCC,2014B,F,North Region,A Level or Equivalent,Unknown,35-55,0,60,N,-71.0,1,0.0
CCC,2014B,F,East Midlands Region,HE Qualification,50-60%,35-55,0,90,N,-28.0,1,424.0
CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,90,N,-92.0,1,4405.0
CCC,2014B,F,South Region,HE Qualification,90-100%,35-55,0,60,N,-45.0,1,1351.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,90,N,-73.0,1,1679.0
CCC,2014B,F,Scotland,A Level or Equivalent,50-60%,0-35,0,30,Y,-25.0,0,2039.0
CCC,2014B,M,East Anglian Region,HE Qualification,90-100%,55<=,0,30,N,-22.0,0,560.0
CCC,2014B,M,Ireland,Post Graduate Qualification,Unknown,35-55,0,60,N,-39.0,0,7934.0
CCC,2014B,M,London Region,HE Qualification,20-30%,35-55,0,60,N,-137.0,1,181.0
CCC,2014B,M,North Western Region,Lower Than A Level,80-90%,0-35,0,75,N,-29.0,0,746.0
CCC,2014B,M,Scotland,HE Qualification,70-80%,35-55,0,30,N,-22.0,1,1272.0
CCC,2014B,M,South West Region,Lower Than A Level,60-70%,35-55,0,40,N,-60.0,1,833.0
CCC,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,-24.0,1,982.0
CCC,2014B,M,South East Region,A Level or Equivalent,70-80%,35-55,0,30,N,-109.0,0,1420.0
CCC,2014B,F,North Western Region,HE Qualification,70-80%,35-55,0,90,N,-221.0,0,1270.0
CCC,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,-25.0,0,7926.0
CCC,2014B,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,-162.0,0,17957.0
CCC,2014B,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,-54.0,0,9549.0
CCC,2014B,M,London Region,HE Qualification,20-30%,35-55,0,90,N,-45.0,1,62.0
CCC,2014B,M,Scotland,HE Qualification,Unknown,35-55,0,90,N,-121.0,1,978.0
CCC,2014B,M,North Region,A Level or Equivalent,20-30%,0-35,0,30,N,-52.0,0,877.0
CCC,2014B,F,South Region,HE Qualification,90-100%,35-55,0,60,Y,-89.0,0,19196.0
CCC,2014B,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,-186.0,1,1479.0
CCC,2014B,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,-23.0,0,4477.0
CCC,2014B,M,London Region,Lower Than A Level,30-40%,35-55,0,90,Y,-24.0,1,300.0
CCC,2014B,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,-28.0,1,253.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,-81.0,0,1003.0
CCC,2014B,M,North Region,HE Qualification,Unknown,35-55,0,90,N,-22.0,0,2018.0
CCC,2014B,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,-133.0,0,4137.0
CCC,2014B,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,-95.0,0,4882.0
CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,-60.0,1,956.0
CCC,2014B,M,East Midlands Region,HE Qualification,10-20,35-55,0,30,N,-24.0,1,174.0
CCC,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,90,N,-39.0,0,6446.0
CCC,2014B,F,East Anglian Region,HE Qualification,60-70%,35-55,0,30,N,-131.0,0,3177.0
CCC,2014B,M,Wales,A Level or Equivalent,70-80%,35-55,0,150,N,-165.0,0,1622.0
CCC,2014B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,210,N,-51.0,1,2.0
CCC,2014B,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,-123.0,0,735.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,-85.0,0,312.0
CCC,2014B,M,Scotland,HE Qualification,70-80%,35-55,0,120,N,-51.0,0,3184.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,30,N,-21.0,0,2660.0
CCC,2014B,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,-29.0,0,2279.0
CCC,2014B,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,-1.0,1,650.0
CCC,2014B,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,-137.0,1,0.0
CCC,2014B,M,Ireland,Lower Than A Level,70-80%,0-35,0,90,N,-297.0,1,2301.0
CCC,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,100,N,-29.0,0,4070.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,330,N,-151.0,1,120.0
CCC,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,0,30,Y,-267.0,1,0.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,-65.0,0,270.0
CCC,2014B,M,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,-45.0,0,183.0
CCC,2014B,M,London Region,Lower Than A Level,10-20,35-55,0,60,Y,-268.0,0,2165.0
CCC,2014B,M,Ireland,A Level or Equivalent,30-40%,0-35,0,30,N,-40.0,0,244.0
CCC,2014B,M,North Western Region,HE Qualification,40-50%,35-55,0,30,N,-17.0,0,673.0
CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,-22.0,1,3392.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,-23.0,0,404.0
CCC,2014B,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,-102.0,0,271.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,-130.0,0,5302.0
CCC,2014B,M,South West Region,Lower Than A Level,80-90%,0-35,0,355,Y,-7.0,1,1173.0
CCC,2014B,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,-44.0,1,368.0
CCC,2014B,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,-170.0,1,610.0
CCC,2014B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,150,N,-68.0,1,875.0
CCC,2014B,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,-21.0,0,2135.0
CCC,2014B,M,Scotland,HE Qualification,60-70%,35-55,0,30,N,-175.0,1,0.0
CCC,2014B,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,-52.0,1,3331.0
CCC,2014B,M,South West Region,Lower Than A Level,20-30%,35-55,0,90,N,-79.0,1,0.0
CCC,2014B,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,-151.0,1,368.0
CCC,2014B,M,Scotland,HE Qualification,80-90%,35-55,0,45,N,-25.0,1,106.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,-39.0,1,539.0
CCC,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,-235.0,1,1665.0
CCC,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,150,N,-134.0,1,0.0
CCC,2014B,F,South West Region,Lower Than A Level,50-60%,35-55,0,70,N,-92.0,1,594.0
CCC,2014B,M,North Region,HE Qualification,Unknown,35-55,0,60,N,-22.0,1,2263.0
CCC,2014B,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,-24.0,0,1343.0
CCC,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,-88.0,1,2221.0
CCC,2014B,M,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,-134.0,1,0.0
CCC,2014B,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,30,Y,-29.0,0,187.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,-123.0,0,5318.0
CCC,2014B,F,North Region,HE Qualification,Unknown,35-55,0,60,N,-29.0,0,4823.0
CCC,2014B,F,South Region,A Level or Equivalent,20-30%,35-55,0,90,N,-137.0,0,3328.0
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,150,N,-182.0,1,1214.0
CCC,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,-66.0,0,2474.0
CCC,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,-254.0,0,4487.0
CCC,2014B,M,North Western Region,Lower Than A Level,20-30%,35-55,0,90,N,-82.0,1,3089.0
CCC,2014B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,-39.0,1,233.0
CCC,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,30,N,-66.0,0,1094.0
CCC,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,-23.0,1,1325.0
CCC,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,-253.0,0,3970.0
CCC,2014B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,-85.0,1,0.0
CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,-21.0,0,980.0
CCC,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,-68.0,1,171.0
CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,-103.0,1,651.0
CCC,2014B,M,London Region,HE Qualification,0-10%,35-55,0,90,N,-154.0,0,1885.0
CCC,2014B,F,Scotland,HE Qualification,50-60%,0-35,0,30,N,-22.0,0,1133.0
